"nom_local","des_local","oid_falha","des_tipo_falha","des_atributo_falha","des_disfuncao_processo","des_falha","idc_detalhes_falha","dth_inicial_realizado","dth_final_realizado"
"LAMINAÇÃO","TREM ACABADOR","618876","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Cabeça envergada","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Cabeç","Troca das guias de entrada da A4 para tentar melhorar condição da cabeça envergada no leito.","3/2/2019 7:29","3/2/2019 8:08"
"LAMINAÇÃO","TREM ACABADOR","618883","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Cabeça envergada","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Cabeç","Troca das guias de entrada da A4 para tentar melhorar condição da cabeça envergada no leito.","3/2/2019 8:08","3/2/2019 8:19"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","597223","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Eng. de barra na ent. do 3º passe. Na ocasião foi ajustado guia de saída do 2º passe.","1/5/2019 1:46","1/5/2019 2:02"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","597253","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Ajuste no alinhamento da guia de saída do 2º passe.","1/5/2019 1:23","1/5/2019 1:33"
"LAMINAÇÃO","CALHAS DA TESOURA T2B","719558","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Abalroamento na calha após a T2B. Foi observado que a calha antes da T2B estava inclinada e um pouco mais alta, a barra estava tocando primeiro na navalha superior. foi colocado calços para retirar a inclinação da navalha.","11/5/2019 9:37","11/5/2019 9:49"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","766040","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra torcendo na saída do 3º passe. Na ocasião foi trocado a chapa de desgaste da guia de entrada do 3º e trocado o raspador.","4/21/2020 3:09","4/21/2020 3:45"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","700790","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra torcendo e subindo fortemente na saída do 5º passe. Foi verificado que o cilindro estava desalinhado e o 4º passe estava fora de medida. Também foram apertados parafusos entre mancais médio e superior, e médio e inferior lado livre.","9/19/2019 9:36","9/19/2019 9:57"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","685474","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Eng. de barra na saída do 1º passe devido material torcido e empenado (canais D1 com desgaste). OBS: 4º rolo da M. basculante parado girando louco.","8/11/2019 19:44","8/11/2019 19:47"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","772451","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","quebra dos parafusos de fixação do cilindro médio da d1.barra ficou torcendo devido desalinhamento do cilindro","5/7/2020 8:55","5/7/2020 9:27"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","772481","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","quebra dos parafusos de fixação do cilindro médio da d1.barra ficou torcendo devido desalinhamento do cilindro","5/7/2020 9:31","5/7/2020 10:24"
"LAMINAÇÃO","GAIOLA D3 DESBASTE","668071","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra topando na entrada da D3, gaiola estava desalinhada.","6/30/2019 10:15","6/30/2019 10:25"
"LAMINAÇÃO","GUIA DE SAÍDA DA GAIOLA M4","621583","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Retirada de amostra do passe da M4 V2 p./ verificação dos motivos da barra esta torcendo só no V2 neste passe. OBS: posteriormente foi visto que a pré-torção da guia de saída da M3 V2 esta montada errada.","3/9/2019 3:29","3/9/2019 3:36"
"LAMINAÇÃO","GUIA DE SAÍDA DA GAIOLA M4","621584","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Retirada de amostra do passe da M4 V2 p./ verificação dos motivos da barra esta torcendo só no V2 neste passe. OBS: posteriormente foi visto que a pré-torção da guia de saída da M3 V2 esta montada errada.","3/9/2019 3:36","3/9/2019 3:40"
"LAMINAÇÃO","GUIA DE SAÍDA DA GAIOLA M4","621586","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Retirada de amostra do passe da M4 V2 p./ verificação dos motivos da barra esta torcendo só no V2 neste passe. OBS: posteriormente foi visto que a pré-torção da guia de saída da M3 V2 esta montada errada.","3/9/2019 3:41","3/9/2019 3:50"
"LAMINAÇÃO","GUIA DE SAÍDA DA GAIOLA M4","621590","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Retirada de amostra do passe da M4 V2 p./ verificação dos motivos da barra esta torcendo só no V2 neste passe. Na  ocasião foi verificado o canal da M3 e M4 com chapelona onde não foi encontrado nenhum problema com os canais. OBS: posteriormente foi visto que a pré-torção da guia de saída da M3 V2 esta montada errada.","3/9/2019 3:51","3/9/2019 4:06"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","699272","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra torcendo no terceiro passe, foi calibrado a gaiola.","9/15/2019 14:51","9/15/2019 15:20"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","699284","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra torcendo no terceiro passe, foi calibrado a gaiola.","9/15/2019 15:20","9/15/2019 15:32"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","699288","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra torcendo no terceiro passe, foi calibrado a gaiola.","9/15/2019 15:32","9/15/2019 15:40"
"LAMINAÇÃO","TREM ACABADOR","763737","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Cabeça envergada","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Cabeç","Barra sobrou na saída da A4 V2 devido cab. envergada. Na ocasião ao analisar descobriu-se que os cardans mais as luvas inf. é sup. estão com folga.","4/1/2020 6:00","4/1/2020 6:41"
"LAMINAÇÃO","GAIOLA A4 TREM ACABADOR","763740","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Cabeça envergada","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Cabeç","Ajuste no barrão de saída da A4 devido cab. envergada novamente V2.","4/1/2020 6:59","4/1/2020 7:21"
"LAMINAÇÃO","GUIA DE SAÍDA DA GAIOLA A4","771101","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Cabeça envergada","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Cabeç","INSPEÇÃO E SUBSTITUIÇÃO DOS BICOS DE SAÍDA DA A4,RETIRADA DO TAMBOR DE GRAXA DO LADO ACIONADO DAS GAIOLAS E ESMERILHAMENTO DAS RÉGUAS DE ENTRADA DO LEITO.","5/3/2020 15:24","5/3/2020 16:01"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","634702","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra torcendo na saída do 05ºpasse","4/10/2019 15:32","4/10/2019 15:38"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","634704","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra torcendo na saída do 05ºpasse","4/10/2019 15:46","4/10/2019 15:51"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","634711","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra torcendo na saída do 05ºpasse","4/10/2019 15:55","4/10/2019 16:10"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","634339","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra torcendo","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","BARRA TORCENDO NA SAÍDA DO 05 PASSE","4/9/2019 16:57","4/9/2019 17:04"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","676504","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Eng. de barra na guia de saída do 4º passe (D1). Posteriormente foi identificado que os passes anterior ao 4º passe estava muito acima do padrão.","7/21/2019 1:06","7/21/2019 1:10"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","676505","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Eng. de barra na guia de saída do 4º passe (D1). Posteriormente foi identificado que os passes anterior ao 4º passe estava muito acima do padrão.","7/21/2019 1:10","7/21/2019 1:18"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","657010","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Ajuste no barrão da ent. do 1º e 3º passe.","6/4/2019 6:43","6/4/2019 7:08"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","665152","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Engalhe na entrada do 3º passe, barra topando na lateral do postiço.","6/23/2019 10:07","6/23/2019 10:30"
"LAMINAÇÃO","CALHA TOMBADORA ARTICULADA 4° PASSE","650985","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","COLOCAÇÃO DE CALÇO NO 3º TRECHO DA CALHA TOMBADORA DO 4º PASSE. CABEÇA DA BARRA TOPANDO NA CALHA.","5/21/2019 2:05","5/21/2019 2:21"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA A1","627755","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra entrando na GUIA de entrada da A1 com dificuldade. Barra estava topando em uma saliência interna da GUIA ESTABILIZADORA. Na ocasião,substituímos a guia estabilizadora.","3/23/2019 12:55","3/23/2019 12:56"
"LAMINAÇÃO","GUIA DE ENTRADA DA GAIOLA A1","627789","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra entrando na GUIA de entrada da A1 com dificuldade. Barra estava topando em uma saliência interna da GUIA ESTABILIZADORA. Na ocasião,substituímos a guia estabilizadora.","3/23/2019 12:56","3/23/2019 13:09"
"LAMINAÇÃO","IMPULSIONADOR ID3 SAÍDA 5o.PASSE VEIO 1","743643","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra topou na calha do id3 ( calha desalinhou devido a quebra da solda)","2/8/2020 14:55","2/8/2020 15:52"
"LAMINAÇÃO","GAIOLA D2 DESBASTE","729397","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Soldar desvio da calha,antes da SNAP da D2,devido barra ter topado na estrutura da SNAP.","1/4/2020 20:48","1/4/2020 20:59"
"LAMINAÇÃO","GAIOLA D2 DESBASTE","729409","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Soldar desvio da calha,antes da SNAP da D2,devido barra ter topado na estrutura da SNAP V2.","1/4/2020 21:00","1/4/2020 21:11"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","751275","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Foi colocado um calço no postiço, para livrar a chapa de cobertura, devido o empeno do tarugo.","2/27/2020 1:43","2/27/2020 1:56"
"LAMINAÇÃO","CALHA TOMBADORA ARTICULADA 4° PASSE","750590","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Troca do rolo da calha tombadora da saída do 4° passe. devido o mesmo esta travado.","2/24/2020 14:14","2/24/2020 14:27"
"LAMINAÇÃO","GAIOLA D4 DESBASTE","667258","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra partiu entre d4 e d5 ( final da barra ) luva inferior com folga.","6/28/2019 10:14","6/28/2019 10:46"
"LAMINAÇÃO","CALHA SAÍDA DO 5o.PASSE","710326","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra topou numa chapa na calha de saída do 5º passe","10/11/2019 21:46","10/11/2019 22:19"
"LAMINAÇÃO","GAIOLA D2 DESBASTE","694349","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra topou no convite do funil de entrada da D2. Abertura da calha de entrada da D2 maior que o funil. Foi soldado uma chapa maior para livrar o convite.","9/3/2019 23:04","9/3/2019 23:29"
"LAMINAÇÃO","POSTIÇO MESA FIXA","603794","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra topando","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Eng. de barra na ent. do 1º passe devido rolo postiçado da mesa fixa esta desnivelado em relação ao tarugo.","1/21/2019 17:22","1/21/2019 17:40"
"LAMINAÇÃO","OFICINA DE CILINDRO","661827","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","barra topando na lateral na calha do 4 passe.","6/15/2019 12:58","6/15/2019 13:09"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","676081","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","BARRA SOBROU NA SAÍDA DA D5 V1. GUIA DE SAÍDA FOLGOU.","7/19/2019 22:25","7/19/2019 23:22"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","673827","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","BARRA SUBIU NA SAÍDA DO 3º PASSE E FICOU SOBRE A CHAPA LATERAL DA MESA BASCULANTE.","7/14/2019 1:57","7/14/2019 2:07"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","673745","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","BARRA SUBIU NA SAÍDA DO 3º PASSE E FICOU SOBRE A CHAPA LATERAL DA MESA BASCULANTE.","7/13/2019 22:01","7/13/2019 22:06"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","673749","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","BARRA SUBIU NA SAÍDA DO 3º PASSE E FICOU SOBRE A CHAPA LATERAL DA MESA BASCULANTE.","7/13/2019 22:06","7/13/2019 22:11"
"LAMINAÇÃO","GAIOLA D4 DESBASTE","639201","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra sobrou entre a D4/D5, foi trocado a guia de entrada da D5.","4/22/2019 2:58","4/22/2019 3:36"
"LAMINAÇÃO","GAIOLAS M1/M2 TREM MÉDIO","645587","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","FINAL DA 1º BARRA LAMINADA SOBROU ENTRE A D5 E M1.","5/7/2019 21:48","5/7/2019 22:18"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","651425","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Final da barra sobrou entre a D4/D5. Na ocasião foi observado que o cilindro da D5 estava desalinhado vindo a laminar a barra na mesa e a guia de entrada descalibrada.","5/22/2019 3:14","5/22/2019 3:44"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","651430","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Final da barra sobrou entre a D4/D5. Na ocasião foi observado que o cilindro da D5 estava desalinhado vindo a laminar a barra na mesa e a guia de entrada descalibrada.","5/22/2019 3:45","5/22/2019 3:50"
"LAMINAÇÃO","GAIOLA D3 DESBASTE","626930","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra sobrou entre a D2/D3. Gaiola D3 desalinhada, o restante da barra foi salva no outro veio.","3/21/2019 13:13","3/21/2019 13:42"
"LAMINAÇÃO","TREM DESBASTE","754737","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","Barra sobrou entre D2 e D3 V2.","3/8/2020 2:59","3/8/2020 3:30"
"LAMINAÇÃO","GAIOLAS M1/M2 TREM MÉDIO","726755","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","Barra sobrou","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND Barra","FALTA DE AGARRE NA M2 V2. OBS: PRIMEIRO PEDAÇO DA BARRA PASSOU SEM PROBLEMAS NO V1. Na ocasião foi aberto 0,5mm na luz da M2. Barra da M1 estava ok,com 24,2mm. Canal estava muito oxidado.","11/27/2019 21:48","11/27/2019 22:47"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","657664","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","BARRA FICANDO NA ENTRADA DO 3º PASSE.","6/5/2019 17:29","6/5/2019 17:36"
"LAMINAÇÃO","MESA FIXA DESBASTE","657107","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","RETIRADA DO CALÇO DO 7º ROLO DA MESA FIXA.","6/4/2019 11:11","6/4/2019 11:22"
"LAMINAÇÃO","ESTRUTURA DA MESA FIXA","657459","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","INTERVENÇÃO NA D1 PARA SOLDA INSERTO NA MESA FIXA NA ENTRADA DO 3º PASSE.","6/5/2019 6:47","6/5/2019 7:34"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","657511","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","BARRA FICANDO NA ENTRADA DO 3º PASSE.","6/5/2019 9:50","6/5/2019 9:54"
"LAMINAÇÃO","GAIOLA D2 DESBASTE","774929","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Eng. de barra na snap de ent. da D2 V2. Na ocasião foi feito ajuste na D1.","5/13/2020 1:25","5/13/2020 1:33"
"LAMINAÇÃO","LAMINAÇÃO","663334","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Porcas hidráulicas da gaiola A3 sem pressão.","6/19/2019 1:41","6/19/2019 2:57"
"LAMINAÇÃO","REFRIGERAÇÃO DA GAIOLA A3","662967","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Substituição da mangueira de água principal da A3 mais amarração com arame da calha seca antes da T2B.","6/18/2019 3:16","6/18/2019 3:23"
"LAMINAÇÃO","MESA FIXA DESBASTE","661023","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Eng. de barra na ent. do 5º passe devido ao segmento de calha seca ter ficado solto, ocasionando o aparecimento de quina do 2º segmento de calha seca da frente na passagem de barra.","6/13/2019 9:22","6/13/2019 10:22"
"LAMINAÇÃO","LAMINAÇÃO","659100","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Troca da slitadora devido eixo do rolete quebrado mais, inspeção A4, A3, A1 e M6. Na ocasião foi alinhado calha de laço da A3/A4.","6/9/2019 2:22","6/9/2019 2:51"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","670048","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Cilindro da gaiola D5 desalinhado.","7/5/2019 1:40","7/5/2019 1:59"
"LAMINAÇÃO","CALHAS DA TESOURA T2B","630909","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Barra foi projetada para baixo na T2B(calha seca fora de posição).","3/31/2019 2:24","3/31/2019 3:04"
"LAMINAÇÃO","GAIOLA D5 DESBASTE","668088","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Alinhar cilindro da D5, ajuste na luz do trem médio e retirada de amostra no leito.","6/30/2019 11:03","6/30/2019 11:14"
"LAMINAÇÃO","CALHA DESVIADORA DA TESOURA T2B","667726","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Pino da tampa da calha seca antes da T2B caído no chão. Na ocasião foi reposicionado no lugar.","6/29/2019 15:41","6/29/2019 15:44"
"LAMINAÇÃO","PORCAS HIDRÁULICAS DA GAIOLA D4","667713","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Porca hidráulica da D2 com folga, sendo necessário reaperta as 4 porcas hidrálica.","6/29/2019 14:40","6/29/2019 15:23"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","667054","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Barra engalhando na entrada do 3º passe. Foi alinhado cilindro da D1.","6/27/2019 22:33","6/27/2019 22:52"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","664423","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","INSTALAR DESCAREPADOR D1.","6/21/2019 15:59","6/21/2019 16:03"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","664429","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","INSTALAR DESCAREPADOR D1.","6/21/2019 16:05","6/21/2019 16:09"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","664431","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","INSTALAR DESCAREPADOR D1.","6/21/2019 16:10","6/21/2019 16:16"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","627046","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Falha na sequência em automático na passagem de barra na D1. Devido FD2 esta enxergando a passagem da barra na saída do 4º passe.","3/21/2019 21:53","3/21/2019 21:59"
"LAMINAÇÃO","GAIOLA D1 DESBASTE","627051","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Falha na sequência em automático na passagem de barra na D1. Devido FD2 esta enxergando a passagem da barra na saída do 4º passe.","3/21/2019 21:59","3/21/2019 22:04"
"LAMINAÇÃO","POSTIÇO MESA FIXA","627055","INTERRUPÇÃO OPERACIONAL","OPERAC. OFIC. CILIND","OUTROS","INTERRUPÇÃO OPERACIONAL OPERAC. OFIC. CILIND OUTRO","Falha na sequência em automático na passagem de barra na D1. Devido FD2 esta enxergando a passagem da barra na saída do 4º passe. Foi Observado que o rolo postiçado da M. fixa esta inclinado o que favorecia FD2 enxerga saída da barra no 4º passe. Na ocasião foi soldado uma chapa nas costa da calha tombadora do 2º passe afim de impedir que FD2 enxergue a passagem de barra na saída do 4º passe.","3/21/2019 22:05","3/21/2019 22:38"
